language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	GLOSSES_EN	back_translation_en	glosses_ru	back_translation_ru	comms_internal
8	Basque	125	marvel	X (marvel) at Y	поражаться	X (поражаться) Y-у	*	*	*	*		No satisfactory translation has been obtained.	*	*	*			The only translations obtained are the same verbs and patterns as in 118, with a comment than a bivalent pattern with the experiencer as subject and a nominal stimulus NP is not very natural: ? “Kepa hiri horre-ta-z harri-tu da.” [Петя[abs] город этот-indf-ins удивляться(ся)-prf abs3sg.prs]. The transitive conversive pattern is possible but not very precise semantically: “Hiri hon-ek harri-tu d-u Kepa.” [город этот-erg удивлять-prf abs3prs[abs.sg]-erg/abs[erg3sg] Петя[abs]] ‘П. поразился этому городу’. (= Этот город удивил Петю).
8	Basque	128	get_irritated	X (get irritated) with Y	раздражаться	X (раздражаться) на Y-а	*	*	*	*		No satisfactory translation has been obtained.	*	*	*			The only translation obtained involved the same verb “haserretu” used in 117 and 122 with the same ABS_COM pattern, but here, it is not very exact semantically.
8	Basque	93	hear	X (hear) Y	слышать	X (слышать) Y	aditu	ERG	ABS	TR	TR		Kepa-k musika adi-tzen d-u	PN-ERG музыка[ABS.SG] слышать-IPFV ABS3PRS[ABS.SG]-ERG/ABS[ERG3SG]	‘Кепа слышит музыку’.			
8	Basque	98	agree	X (agree) with Y	соглашаться	X (соглашаться) с Y-ом	ados jarri	ABS	COM	Y	ABS_COM		Kepa Miren-ekin ados jarr-i dа	PN[ABS] PN-COM *согласный становиться-PFV ABS3SG.PRS	‘Кепа согласился с Миренй’.			CV. An alternative is a construction where X and Y are simply coordinated.
8	Basque	29	forget	X (forget) (about) Y	забывать	X (забывать) об Y-е	ahaztu	DAT	ABS	X	DAT_ABS		Kepa-ri beste bide-a ahaz-tu zai-o	PN-DAT другой дорога-SG[ABS] забывать-PFV [ABS3PRS]ABS/DAT[ABS.SG]-DAT3SG	‘Кепа забыл о другой дороге’.			A near synonym is “ahantzi”, with both verbs used in the same range of possible constructions. Apart from the DAT_ABS pattern, further possible patterns are 1) TR “Kepa-k beste bide-a ahaz-tu du.” [Петя-erg другой дорога-sg[abs] забывать-pfv abs3prs[abs.sg]-erg/abs[erg3sg]] and 2) abs-ins, which is used less frequently than the former two options: “Kepa beste bide-a-z ahaz-tu da.” [Петя[abs] другой дорога-sg-ins забывать-pfv abs3sg.prs] ‘Петя забыл о другой дороге’.
8	Basque	48	dream	X (dream) of Y	мечтать	X (мечтать) об Y-е	amestu	ERG	ABS	TR	TR		Kepa-k auto berri bat ames-ten d-u	PN-ERG машина новая один[ABS.INDF] мечтать-IPFV ABS3PRS[ABS.SG]-ERG/ABS[ERG3SG]	‘Кепа мечтает о новой Миренне’.			Alternatives are: 1) the same verb “amestu” used in the ERG_COM pattern, probably under the Spanish influence: “Kepa-k auto berri bat-ekin ames-ten d-u.” [Петя-erg машина новая один-com.indf мечтать-ipfv abs3prs[abs.sg]-erg/abs[erg3sg]]. 2) CV “amets egin” [dream make] used in the ERG_COM pattern “Kepa-k auto berri bat-ekin amets egi-ten d-u.” [Петя-erg машина новая один-com.indf мечта[abs.indf] делать-ipfv abs3prs[abs.sg]-erg/abs[erg3sg]] and 3) “amets(a) izan” [dream have], used in the TR pattern: “Kepa-k auto berri bat d-u amets.” [Петя-erg машина новая один[abs.indf] abs3prs[abs.sg]-erg/abs[erg3sg] мечта[abs.indf]] ‘Петя мечтает о новой машине’.
8	Basque	97	dream#sleeping#	X (dream) about Y	сниться	X-у (сниться) Y	amets egin	ERG	COM	Y	ERG_COM		Kepa-k Miren-ekin amets egi-ten d-u	PN-ERG PN-COM сон[ABS.INDF] делать-IPFV ABS3PRS[ABS.SG]-ERG/ABS[ERG3SG]	‘Кепе снится Мирен’.			CV. The pattern is probably calqued from Spanish “soñar con”.
8	Basque	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	antza izan	*	*	*		Not included in the database because Y is expressed as an NP-internal modifier.	Kepa-k Miren-en antz-a d-u	PN-ERG PN-GENP сходство-SG[ABS] ABS3PRS[ABS.SG]-ERG/ABS[ERG3SG]	‘Кепа похож на Мирен’.			CV. Sometimes (less frequently) the verb “eduki” ‘have, hold’ is used instead of ‘izan’.
8	Basque	47	wave	X (wave) Y	махать	X (махать) Y-ом	astindu	ERG	ABS	TR	TR		Kepa zapi-a astin-tzen ari da	PN[ABS] платок-SG[ABS] махать-IPFV PROG ABS3SG.PRS	‘Кепа Мирент платком’.			This particular sentence features absolutive agreement of the verb due to the use of the progressive construction.
8	Basque	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а	atera	ABS	ABL	Y	ABS_ABL		Kepa etxe-tik atera da	PN[ABS] [SG]-ABL выходить[PFV] ABS3SG.PRS	‘Кепа вышел из дома’.			Alternatives are “irten”, “jalgi”, “ilki”, all used in the same pattern.
8	Basque	65	fall_behind	X (fall behind) Y	отстать	X (отставать) от Y-а	atzean geratu 	*	*	*		Not included in the database because Y is expressed as an NP-internal modifier.	Kepa Miren-en atze-a-n gera-tu da	PN[ABS] PN-GENP задняя.часть-SG-IN остаться-PFV ABS3SG.PRS	‘Кепа отстал от Мирен’.			CV. Х остался в задней части Y-а, Y - зависимое имени. Alternative is the CV “atzean gelditu” [rear.part-SG-IN remain].
8	Basque	19	catch_up	X (catch up) with Y	догнать	X (догонять) Y(-а)	atzeman	ERG	ABS	TR	TR		Kepa-k Miren atzeman d-u	PN-ERG PN[ABS] догнать[PFV] ABS3PRS[ABS.SG]-ERG/ABS[ERG3SG]	‘Кепа догнал Мирен’.			
8	Basque	55	find	X (find) Y	находить	X (находить) Y(-а)	aurkitu	ERG	ABS	TR	TR		Kepa-k giltz-ak aurki-tu d-it-u	PN-ERG ключ-PL[ABS] находить-PFV ABS3PRS-ABS.PL-ERG/ABS[ERG3SG]	‘Кепа нашёл ключи’.			Alternative is “topatu”, also a transitve verb
8	Basque	41	bite	X (bite) Y	кусать	X (кусать) Y-а	ausiki	ERG	ABS	TR	TR		txakurr-a-k Kepa ausiki d-u	собака-SG-ERG PN[ABS] кусать[PFV] ABS3PRS[ABS.SG]-ERG/ABS[ERG3SG]	‘Собака укусила Кепу’.			Alternatives are CVs “kosk egin” and “haginka egin” [bite make] used int eh ERG_DAT pattern.
8	Basque	100	cost	X (cost) Y	стоить	X (стоить) Y (один доллар)	balio izan	ERG	ABS	TR	TR		kikara hon-ek dolar bat balio du	чашка этот-ERG доллар один[ABS.INDF] стоимость[ABS.INDF] ABS3PRS[ABS.SG]-ERG/ABS[ERG3SG]	‘Эта чашка стоит один доллар’.			CV. Alternative is the verb “kostatu” (a Spanish loanword) which is used in the ABS_ABS pattern and allows agreement with the either the object or the price. However, this structure is less frequent than the one accepted.
8	Basque	95	look	X (look) at Y	смотреть	X (смотреть) на Y	begiratu	ERG	ALL	Y	ERG_ALL		Kepa-k hodei-eta-ra begira-tzen d-u	PN-ERG тучи-PL-ALL смотреть-IPFV ABS3PRS[ABS.SG]-ERG/ABS[ERG3SG]	‘Кепа смотрит на тучи’.			Alternative is the same verb used in the ERG_DAT pattern: “Kepa-k itsaso-a-ri begira-tzen d-i-o.” [Петя-erg море-sg-dat смотреть-ipfv abs3prs-erg/abs/dat[abs.sg]-dat3sg[erg3sg]] ‘Петя смотрит на море’. Some speakers report a semantic nuance associated with the two patterns, so that ALL highlights the location meaning (direction of gaze), whereas DAT highlights the object itself. When Y is ‘clouds” the allative is more natural. A further alternative is “so egin” [gaze make]”.
8	Basque	59	need	X (need) Y	нуждаться	X (нуждаться) в Y-е	behar izan	ERG	ABS	TR	TR		Kepa-k diru-a behar d-u	PN-ERG деньги-SG[ABS] необходимость[ABS.INDF] ABS3PRS[ABS.SG]-ERG/ABS[ERG3SG]	‘Кепе нужны деньги’.			CV
8	Basque	116	envy	X (envy) Y	завидовать	X (завидовать) Y-у	bekaiztu	ABS	DAT	Y	ABS_DAT		Kepa Miren-i bekai-tzen zai-o	PN[ABS] PN-DAT завидовать-IMP [ABS3PRS]ABS/DAT[ABS.SG]-DAT3SG	‘Кепа завидует Мирен’.			Alternatives are 1) the verb “jelostu” used the TR or ABS_DAT pattern, “Kepa-k Miren jelos-ten d-u.” [Петя-erg Маша[abs] завидовать-imp abs3prs[abs.sg]-erg/abs[erg3sg]], 2) the verb “inbidiatu” used in the ERG_DAT pattern: “Kepa-k Miren-i inbidia-tzen d-i-o.” [Петя-erg Маша-dat завидовать-imp abs3prs-erg/abs/dat[abs.sg]-dat3sg[erg3sg]] and 3) several nominal constructions, such as “Kepak Mireni inbidia dio.” and “Kepak Mirenen inbidia du.”
8	Basque	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	beldur izan	ERG	DAT	Y	ERG_DAT		Kepa-k zakurr-a-ri beldur d-i-o	PN-ERG собака-SG-DAT страх[ABS.INDF] ABS3PRS-ERG/ABS/DAT[ABS.SG]-DAT3SG[ERG3SG]	‘Кепа боится собаку’.			CV. Alternative is the construction with the predicate “beldur izan”, where Y is coded as an NP-internal possessor: “Kepa zakurr-a-ren beldur da.” [Петя[abs] собака-sg-gen страх[abs.indf] abs3sg.prs]. In this alternative option, the verb does not agree with the word for ‘fear’.
8	Basque	54	fill#intr#	X (fill) with Y	наполняться	X (наполняться) Y-ом	bete	ABS	INS	Y	ABS_INS		ontzi-a ur-ez bete da	ведро-SG[ABS] вода-INS.INDF наполняться[PFV] ABS3SG.PRS	‘Ведро наполнилось водой’.			“bete” is a labile verb.
8	Basque	39	look_for	X (look for) Y	искать	X (искать) Y(-а)	bilatu	ERG	ABS	TR	TR		Kepa giltz-ak bila-tzen ari da	PN[ABS] ключ-PL[ABS] искать-IPFV PROG ABS3SG.PRS	‘Кепа ищет ключи’.			This particular sentence features absolutive agreement of the verb due to the use of the progressive construction. Alternative is the borrowed verb “xerkatu”, used in the TR pattern.
8	Basque	23	fight	X (fight) with Y	драться	X (драться) с Y-ом	borrokatu	ABS	kontra	Y	ABS_kontra		Kepa Miren-en kontra borroka-tu da	PN[ABS] PN-GENP против драться-PFV ABS3SG.PRS	‘Кепа подрался с Миренй’.			For some speakers, an available alternative is the ABS_COM pattern, which is, however, ambiguous with the comitative reading (X and Y fight together against someone else). “Kepa Miren-ekin borroka-tu dа” [Петя[abs] Маша-com драться-pfv abs3sg.prs] ‘Петя подрался с Машей’. Further alternatives are several complex verbs, typically alllowing the same two patterns: “borroka egin”, “borroka-n ibili”, “borroka ari izan”.
8	Basque	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	bota	ERG	ABS	TR	TR		Kepa-k harri-a bota d-u 	PN-ERG камень-SG[ABS] бросать[PFV] ABS3PRS[ABS.SG]-ERG/ABS[ERG3SG]	‘Кепа бросил камень’. 			Same as 102. Alternative is a less frequent verb “jaurti” with the same pattern.
8	Basque	102	pour	X (pour) Y	сыпать	X (сыпать) Y	bota	ERG	ABS	TR	TR		Kepa-k azukre-a bota d-u	PN-ERG сахар-SG[ABS] сыпать-PFV ABS3PRS[ABS.SG]-ERG/ABS[ERG3SG]	‘Кепа насыпал сахар’.			Same as 4.
8	Basque	120	enjoy	X (enjoy) Y	наслаждаться	X (наслаждаться) Y-ом	dastatu	ERG	ABS	TR	TR		Kepa-k te bero-a dasta-tzen d-u	PN-ERG чай горячий-SG[ABS] наслаждаться-IMP ABS3PRS[ABS.SG]-ERG/ABS[ERG3SG]	‘Кепа наслаждается горячим чаем’.			
8	Basque	31	call	X (call) Y	звать	X (звать) Y-а	deitu	ERG	DAT	Y	ERG_DAT		Kepa-k Miren-i dei-tu d-i-o	PN-ERG PN-DAT звать-PFV ABS3PRS-ERG/ABS/DAT[ABS.SG]-DAT3SG[ERG3SG]	‘Кепа позвал Мирен’.			Same verb as in 51, different pattern. In French Basque country, the same verb is used in the TR pattern: “Kepa-k Miren dei-tu d-u.” [Петя-erg Маша[abs] звать-pfv abs3prs[abs.sg]-erg/abs[erg3sg]]. A further alternative is a CV “dei/ deiadar/ hots egin” [call make], which is used with the erg-dat pattern.
8	Basque	51	be_called	X (be_called) Y	называться	X (называться) Y	deitu	ABS	ABS(NO.AGR)	Y	ABS_ABS(NO.AGR)		tresna hau iparorratz-a dei-tzen da	устройство этот[ABS.SG] компас-SG[ABS] называться-IPFV ABS3SG.PRS	‘Это устройство называется компасом’.			Same verb as in 31, different pattern. The verb agrees with the X argument. A number of alternatives are available: 1) The same verb “deitu” used in the DAT_ABS pattern (a less frequent option): “Tresna hon-i iparorratz-a dei-tzen zai-o.” [устройство этот-dat.sg компас-sg[abs] называться-ipfv [abs3prs]abs/dat[abs.sg]-dat3sg] ‘Это устройство называется компасом’. 2) the simplex verb “iritzi” used in the DAT_ABS pattern: “Tresna hon-i iparorratz-a d-eritz-o.” [устройство этот-dat.sg компас-sg[abs] abs.3sg-называться-dat3sg] ‘Это устройство называется компасом’, which also allows “deritza” instead of “deritzo”, and 3) the CV “izena izan” [name have] used in the TR pattern: “Tresna hon-ek iparorratz -a d-u izen-a.” [устройство этот-erg.sg компас-sg[abs] abs3prs[abs.sg]-erg/abs[erg3sg] имя-sg[abs]].
8	Basque	64	be_different	X (be different) from Y	отличаться	X (отличаться) от Y-а	desberdin izan 	*	*	*		Not included in the database because X and Y are expressed as a coordinate NP. Non-verbal predicate.	nire alkandora eta zurea bestelako-ak dira	мой рубашка[ABS.SG] и твоя-ABS.SG другой-ABS.PL ABS3PL.PRS	‘Моя рубашка отличается от твоей’  (букв. ‘Моя рубашка и твоя разные’).			X и Y разные. Alternative is “bestelako izan”, also a non-verbal predicate [other be].
8	Basque	80	cut_oneself	X (cut oneself) with Y	порезаться	X (резаться) Y-ом	ebakia egin	ERG	COM	Y	ERG_COM		Kepa-k bizar-aitzurr-a-rekin ebaki-a egi-n d-u	PN-ERG бритва-SG-COM порез-SG[ABS] делать-PFV ABS3PRS[ABS.SG]-ERG/ABS[ERG3SG]	‘Кепа порезался бритвой’.			CV. Alternatives are “ebaki”, “moztu”, both used with the ABS_COM pattern.
8	Basque	71	drink	X (drink) Y	пить	X (пить) Y	edan	ERG	ABS	TR	TR		Kepa-k esne-a eda-n d-u	PN-ERG молоко-SG[ABS] пить-PFV ABS3PRS[ABS.SG]-ERG/ABS[ERG3SG]	‘Кепа выпил молока’.			
8	Basque	18	hold	X (hold)Y	держать	X (держать) Y(-а)	eduki	ERG	ABS	TR	TR		Kepa-k liburu-a dauka	PN-ERG книга-SG[ABS] ABS3SG.PRS.иметь.ERG3SG	‘Кепа держит книгу’.			This sentence can also be interpreted more broadly as ‘to have’ (unless something like “eskuetan” ‘in hands’ is added.
8	Basque	30	depend	X (depend) on Y	зависеть	X (зависеть) от Y-а	egon	ABS	baitan	Y	ABS_baitan	Non-verbal predicate.	oroimen-a adin-a-ren baitan da-go	память-SG[ABS] возраст-SG-GENP в ABS3PRS-находиться[ABS.SG]	‘Память зависит от возраста’.			
8	Basque	91	listen	X (listen) to Y	слушать	X (слушать) Y	entzun	ERG	ABS	TR	TR		Kepa irrati-a entzu-ten ari da	PN[ABS] радио-SG[ABS] слушать-IPFV PROG ABS3SG.PRS	‘Кепа слушает радио’.			In this specific sentence, the auxiliary displays the absolutive conjugation due to the use of the progressive construction. The ERG_DAT pattern is also possible with this verb.
8	Basque	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	eragin	ERG	DAT	Y	ERG_DAT		adin-a-k eragi-ten d-i-o oroimen-a-ri	возраст-SG-ERG влиять-IPFV ABS3PRS-ERG/ABS/DAT[ABS.SG]-DAT3SG[ERG3SG] память-SG-DAT	‘Возраст влияет на память’.			Historically, this verb is a causative of “egin” ‘make’, which explains its 3-slot pattern. Alternative is the construction “eragin-a izan” [influence-abs.indf have], used in the “erg-in” pattern.
8	Basque	15	drive	X (drive) Y	гнать	X (гнать) Y-а	eraman	ERG	ABS	TR	TR		Kepa-k behi-a erama-ten d-u	PN-ERG корова гнать-IPFV ABS3PRS[ABS.SG]-ERG/ABS[ERG3SG]	‘Кепа гонит корову’.			Arguably, a causative from “joan” ‘go’.
8	Basque	62	answer	X (answer) Y	отвечать	X (отвечать) Y-у	erantzun	ERG	DAT	Y	ERG_DAT		Kepa-k erantzu-n egi-n d-i-o irakasle-a-ri	PN-ERG отвечать-[PFV] делать-PFV ABS3PRS-ERG/ABS/DAT[ABS.SG]-DAT3SG[ERG3SG] учитель-SG-DAT	‘Кепа ответил учителю’.			In this specific sentence, the auxiliary verb “egin” ‘make’ is used to achieve rhematization of the verb.
8	Basque	53	attack	X (attack) Y	напасть	X (нападать) на Y-а	eraso	ERG	DAT	Y	ERG_DAT		hartz-a-k arrantzale-a-ri eraso d-i-o	медведь-SG-ERG рыбак-SG-DAT напасть[PFV] ABS3PRS-ERG/ABS/DAT[ABS.SG]-DAT3SG[ERG3SG]	‘Медведь напал на рыбака’.			This is the most frequent pattern for this meaning. Near synonyms are the verbs “esetsi” and “jazarri” used in the same ERG_DAT pattern. Further alternatives include 1)  “oldartu” and “jazarri” used in the ABS_DAT pattern: “Hartz-a arrantzale-a-ri oldar-tu zai-o” [Медведь-sg[abs] рыбак-sg-dat напасть-pfv [abs3prs]abs/dat[abs.sg]-dat3sg] ‘Медведь напал на рыбака’ and 2) the verb “jauki” used in the TR pattern (found in the French Basque Country). Apart from this, a possible alternative is the CV “eraso-a jo” [attack hit], used in the ERG_DAT pattern. Finally, the verb “jazarri” can also be used in the ABS_DAT pattern.
8	Basque	85	give_birth	X (give birth) to Y	рожать	X (рожать) Y-а	erditu	ABS	INS	Y	ABS_INS		Miren seme bat-ez erdi-tu da	PN[ABS] сын один-INS.INDF рожать-PFV ABS3SG.PRS	‘Мирен родила сына’.			Near synonym is “erdi”, used in the same pattern. One more alternative is “seme-a izan” [son-abs[sg] have]. 
8	Basque	86	drop	X (drop) Y	ронять	X (ронять) Y	erortzen utzi	ERG	ABS	TR	TR		Kepa-k baso-a eror-tzen utz-i d-u	PN-ERG стакан-SG[ABS] падать-IPFV позволять-PFV ABS3PRS[ABS.SG]-ERG/ABS[ERG3SG]	‘Кепа уронил стакан’.			CV. An alternative is the DAT_ABS construction: “Kepa-ri baso-a eror-i zai-o.” [Петя-dat стакан-sg[abs] падать-pfv [abs3prs]abs/dat[abs.sg]-dat3sg] ‘У Пети упал стакан’, which is specifically possible in the case of involuntary dropping.
8	Basque	27	fry	X (fry) Y	жарить	X (жарить) Y	erre	ERG	ABS	TR	TR		Kepa-k arrain-a erre d-u	PN-ERG рыба-SG[ABS] жарить[PFV] ABS3PRS[ABS.SG]-ERG/ABS[ERG3SG]	‘Кепа пожарил рыбу (одну штуку)’.			Alternatives are “frijitu” (a borrowed verb), and “erregosi”, both used with the TR pattern.
8	Basque	110	respect	X (respect) Y	уважать	X (уважать) Y-а	errespetatu	ERG	ABS	TR	TR		Kepa-k Miren errespeta-tzen d-u	PN-ERG PN[ABS] уважать-IMP ABS3PRS[ABS.SG]-ERG/ABS[ERG3SG]	‘Кепа уважает Мирен’.			Alternative is “estimatu”. Both verbs are Romance loanwords.
8	Basque	17	tell	X (tell) Y	говорить	X (говорить) Y-у	esan	ERG	DAT	Y	ERG_DAT		Kepa-k honela esa-n d-i-o Miren-i: […]	PN-ERG так говорить-PFV ABS3PRS-ERG/ABS/DAT[ABS.SG]-DAT3SG[ERG3SG] PN-DAT	‘Кепа так сказал Мирен: […]’.			The verb used in France is “erran” with the same valency pattern.
